gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InactiveDays,SubscriptionType,Churn,charge_per_tenure,service_count,is_high_value,contract_risk_score,payment_risk_score,engagement_score,tenure_band,charge_band,total_charge_ratio,has_streaming,has_security,churn_probability,churn_label,risk_score,risk_category,cluster_id,segment,top_action
1,1,1,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.95,691.31,67,Basic,0,0.8910714285714285,0,0,2,2,0.0,2,0,1.026215393750464,0,0,0.6299,Churn,79,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,0,10,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),62.86,673.08,73,Standard,1,5.714545454545455,3,0,2,0,0.0,1,1,1.07076041998091,1,1,0.6671,Churn,84,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,2,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.75,201.6,1,Premium,0,30.916666666666668,3,1,2,3,29.5,0,3,1.0867924528301887,1,0,0.7904,Churn,95,High,0,Loyal,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.33,708.25,19,Basic,0,0.5369444444444444,0,0,0,3,0.0,2,0,1.046855369152317,0,0,0.2496,No Churn,8,Low,3,Premium,No action required.
0,0,0,1,29,0,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.89,2538.88,62,Premium,1,2.896333333333333,3,1,2,0,0.0,2,3,1.0075680309229664,1,1,0.7765,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,27,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,1,Mailed check,94.99,2565.1,19,Premium,0,3.3924999999999996,3,1,0,2,20.5,2,3,1.0001442646984282,1,0,0.2231,No Churn,6,Low,0,Loyal,No action required.
0,1,0,1,23,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,0,Credit card (automatic),90.82,2116.31,5,Premium,1,3.7841666666666662,2,1,1,0,17.5,1,3,1.0131411391859675,1,0,0.193,No Churn,4,Low,0,Loyal,No action required.
0,0,1,1,69,1,No,Fiber optic,No,No,No,No,Yes,No,Two year,1,Electronic check,77.9,5370.76,3,Standard,0,1.112857142857143,1,1,0,3,8.5,3,2,0.9991925731614295,1,0,0.4044,No Churn,28,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,0,0,19,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.94,1529.96,11,Standard,1,3.897,1,1,2,3,4.5,1,2,1.0331564091136232,0,0,0.8052,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,1,29,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),59.04,1724.51,89,Standard,1,1.968,2,0,2,0,0.0,2,1,1.0072131109242126,1,0,0.6096,Churn,75,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,30,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),30.02,899.58,18,Basic,0,0.9683870967741935,1,0,2,0,1.0,2,0,0.9988674217188541,0,0,0.5208,Churn,55,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,4,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,54.83,246.6,55,Standard,0,10.966,2,0,2,2,0.0,0,1,1.1243844610614626,0,0,0.5261,Churn,56,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,32,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,1,Bank transfer (automatic),83.74,2710.53,14,Premium,0,2.5375757575757576,2,1,1,0,13.0,2,2,1.0115125686649153,0,1,0.2915,No Churn,11,Low,0,Loyal,No action required.
0,0,1,1,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),76.04,731.11,55,Standard,0,7.604000000000001,1,1,2,0,0.0,1,2,1.0683119995324097,0,0,0.6721,Churn,85,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,63,1,Yes,DSL,No,Yes,Yes,No,No,No,Two year,0,Electronic check,67.79,4290.41,20,Standard,0,1.05921875,3,0,0,3,20.0,3,2,1.0045987023417322,0,0,0.2273,No Churn,6,Low,0,Loyal,No action required.
1,0,0,1,31,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),57.11,1765.39,73,Standard,0,1.7846875,2,0,2,0,0.0,2,1,0.997164498618964,1,0,0.5662,Churn,66,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,2,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),81.64,163.6,83,Premium,0,27.213333333333335,2,1,2,0,0.0,0,2,1.0019598236158744,1,0,0.7765,Churn,94,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,0,49,1,No,DSL,No,Yes,Yes,No,No,Yes,One year,1,Mailed check,61.16,3001.69,19,Standard,0,1.2231999999999998,3,0,1,2,20.5,3,1,1.0016183713511566,1,0,0.1508,No Churn,3,Low,0,Loyal,No action required.
1,0,0,1,2,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.31,46.41,41,Basic,0,6.77,0,0,2,0,0.0,0,0,1.1425406203840474,0,0,0.6181,Churn,77,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),21.99,589.42,77,Basic,0,0.7853571428571428,0,0,2,0,0.0,2,0,0.9927408081114312,0,0,0.6582,Churn,83,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,0,1,29,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,32.68,944.25,14,Basic,0,1.0893333333333333,1,0,0,2,3.0,2,0,0.9963385810154898,0,0,0.1087,No Churn,2,Low,3,Premium,No action required.
0,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,27.92,642.78,43,Basic,1,1.1633333333333333,1,0,2,3,0.0,1,0,1.000965491466301,0,0,0.7588,Churn,93,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,27,1,No,DSL,No,No,No,No,Yes,No,One year,1,Credit card (automatic),51.19,1377.95,10,Standard,0,1.8282142857142856,1,0,1,0,5.0,2,1,0.996975682461129,1,0,0.1658,No Churn,3,Low,3,Premium,No action required.
0,1,0,0,31,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,100.11,3145.23,16,Premium,1,3.1284375,4,1,2,2,32.0,2,3,1.013475499531161,1,1,0.5548,Churn,63,Medium,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
0,0,1,1,25,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,92.28,2339.21,75,Premium,1,3.5492307692307694,3,1,2,3,0.0,2,3,1.0139618552232337,1,1,0.8923,Churn,98,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,19,1,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),68.99,1339.24,44,Standard,1,3.4494999999999996,3,0,2,0,8.0,1,2,1.0216888793951833,1,0,0.5169,Churn,54,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,1,1,52,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),101.79,5319.38,17,Premium,0,1.920566037735849,4,1,0,0,31.5,3,3,1.0049687516531018,1,1,0.2367,No Churn,7,Low,0,Loyal,No action required.
1,0,1,0,34,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,64.69,2207.83,48,Standard,0,1.8482857142857143,3,0,2,3,6.0,2,1,1.003805479526793,1,1,0.6874,Churn,87,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,28,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,34.2,961.89,30,Basic,0,1.1793103448275863,1,0,2,3,0.0,2,0,1.0044799498746866,0,0,0.739,Churn,92,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.87,448.38,67,Basic,1,0.8639130434782609,0,0,2,0,0.0,1,0,1.0257125863567735,0,0,0.5786,Churn,69,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),21.62,1347.87,8,Basic,0,0.3431746031746032,0,0,0,0,0.0,3,0,1.005542956044284,0,0,0.1565,No Churn,3,Low,3,Premium,No action required.
1,0,0,1,11,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,57.05,623.12,50,Standard,0,4.754166666666666,1,0,2,2,0.0,1,1,0.9929408015297586,1,0,0.5156,Churn,54,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,24,0,No phone service,DSL,No,No,No,No,No,Yes,One year,1,Electronic check,51.55,1268.99,4,Standard,0,2.062,1,0,1,3,8.0,1,1,1.0256951180084062,1,0,0.3309,No Churn,16,Low,3,Premium,Offer a 5 % auto-pay discount for switching from electronic cheque to bank transfer or credit card. Simplify the switch with a guided in-app flow.
0,0,0,0,26,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,80.73,2100.98,74,Premium,0,2.99,4,1,2,2,3.0,2,2,1.0009528437622084,1,0,0.663,Churn,84,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,33.98,184.04,23,Basic,1,5.663333333333333,1,0,2,2,0.0,0,0,1.083225426721601,0,0,0.4629,No Churn,41,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,28,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,88.35,2489.28,33,Premium,0,3.046551724137931,3,1,2,3,13.5,2,3,1.0062575794324522,1,0,0.7872,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,35,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),90.93,3226.02,81,Premium,1,2.5258333333333334,3,1,2,0,0.0,2,3,1.0136588584625537,1,1,0.8077,Churn,96,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,26,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,63.67,1677.07,70,Standard,1,2.3581481481481483,2,0,2,3,0.0,2,1,1.0130782520447983,0,1,0.7385,Churn,92,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,0,0,31,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.85,2828.49,36,Premium,1,2.8078125,3,1,2,0,12.0,2,3,1.015488179223437,1,1,0.686,Churn,87,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,67,1,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,0,Credit card (automatic),84.22,5659.54,1,Premium,0,1.2385294117647059,2,1,0,0,19.5,3,2,1.0029772769966365,1,1,0.2019,No Churn,5,Low,0,Loyal,No action required.
1,0,1,0,32,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),32.62,1078.44,47,Basic,1,0.9884848484848484,1,0,2,0,0.0,2,0,1.0331468424279584,0,0,0.5071,Churn,52,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,21,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,83.51,1768.26,56,Premium,0,3.7959090909090913,2,1,2,3,0.0,1,2,1.008296696717245,0,0,0.8133,Churn,96,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,13,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),65.91,872.76,25,Standard,0,4.707857142857143,2,0,2,0,7.5,1,2,1.0185917860018907,1,0,0.5604,Churn,65,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,17,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,106.11,1837.77,4,Premium,0,5.895,5,1,2,2,48.0,1,3,1.0187929285369788,1,1,0.6154,Churn,76,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,1,1,1,34,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,92.0,3128.95,32,Premium,1,2.6285714285714286,3,1,2,2,14.0,2,3,1.0003037084398976,1,1,0.7121,Churn,89,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),33.16,829.53,49,Basic,0,1.2753846153846153,1,0,2,0,0.0,2,0,1.0006393244873342,0,0,0.5898,Churn,71,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,5,0,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),82.23,411.37,85,Premium,1,13.705,2,1,2,0,0.0,0,2,1.000535084519032,1,1,0.7453,Churn,92,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,14,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.07,288.32,7,Basic,0,1.338,0,0,2,0,0.0,1,0,1.026122855719268,0,0,0.4827,No Churn,46,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,74.58,217.42,61,Standard,1,18.645,0,1,2,3,0.0,0,2,0.9717529275051398,0,0,0.8207,Churn,96,High,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,32,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),64.79,2066.66,60,Standard,0,1.9633333333333336,3,0,2,0,0.0,2,1,0.9968069918197251,0,1,0.6113,Churn,75,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,31.4,484.02,7,Basic,0,2.0933333333333333,1,0,2,3,6.5,1,0,1.101046405823476,0,0,0.6189,Churn,77,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.88,93.25,9,Basic,1,5.22,0,0,2,0,0.0,0,0,1.4886653895274584,0,0,0.5385,Churn,60,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,33,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,49.55,1664.13,11,Basic,1,1.4573529411764705,1,0,2,2,4.5,2,1,1.0177231446656272,0,1,0.5275,Churn,57,Medium,3,Premium,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,30,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),87.03,2657.1,73,Premium,1,2.80741935483871,2,1,2,0,0.0,2,3,1.0176950476847064,0,0,0.7931,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,34,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.57,3046.44,73,Premium,1,2.5305714285714282,3,1,2,0,0.0,2,3,1.0116425027728153,1,0,0.7486,Churn,92,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,1,40,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,91.74,3682.37,7,Premium,0,2.237560975609756,3,1,0,3,26.5,2,3,1.0034799433180728,1,1,0.4068,No Churn,28,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,1,0,18,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),29.66,534.79,79,Basic,1,1.5610526315789475,1,0,2,0,0.0,1,0,1.0017045028845433,0,0,0.5814,Churn,69,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),24.28,464.68,81,Basic,0,1.2778947368421054,0,0,2,0,0.0,1,0,1.0632436390261761,0,0,0.6723,Churn,85,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,1,41,1,No,DSL,No,Yes,No,No,Yes,No,Two year,1,Mailed check,62.85,2597.71,10,Standard,0,1.4964285714285714,2,0,0,2,15.0,2,1,1.0080951549372297,1,0,0.1439,No Churn,3,Low,3,Premium,No action required.
0,1,1,0,29,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,87.91,2580.63,83,Premium,0,2.930333333333333,2,1,2,2,0.0,2,3,1.0122539117200586,1,0,0.7885,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,19,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,48.47,912.71,31,Basic,1,2.4234999999999998,0,0,2,3,0.0,1,1,0.9910742401702628,0,0,0.7772,Churn,94,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,1,62,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,97.68,6099.5,20,Premium,0,1.5504761904761906,4,1,0,3,30.0,3,3,1.0071563498982852,1,0,0.4411,No Churn,36,Medium,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
0,0,1,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,18.0,79.78,68,Basic,0,3.6,0,0,2,3,0.0,0,0,1.1080555555555556,0,0,0.7573,Churn,93,High,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,26,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),79.11,2054.41,16,Standard,0,2.93,5,1,1,0,42.0,2,2,0.9988088639965772,1,1,0.1367,No Churn,3,Low,0,Loyal,No action required.
0,0,0,0,23,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,65.85,1528.54,6,Standard,0,2.74375,2,0,2,3,17.0,1,2,1.009237067115645,1,0,0.7094,Churn,89,High,0,Loyal,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.07,335.86,50,Basic,1,1.2394117647058824,0,0,2,2,0.0,1,0,0.9962624584717609,0,0,0.614,Churn,76,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,1,6,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),77.89,468.81,15,Standard,0,11.127142857142857,1,1,2,0,2.5,0,2,1.0031454615483373,0,0,0.6344,Churn,79,Medium,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,1,27,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),73.76,2004.22,12,Standard,0,2.6342857142857143,4,1,1,0,34.0,2,2,1.0063770386438498,1,1,0.1415,No Churn,3,Low,0,Loyal,No action required.
1,0,1,1,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,92.68,2177.11,2,Premium,1,3.861666666666667,2,1,2,3,19.0,1,3,1.0213309939764688,1,0,0.7597,Churn,93,High,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,1,15,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),97.84,1476.09,26,Premium,0,6.115,3,1,1,0,17.0,1,3,1.005784955028618,1,0,0.2189,No Churn,6,Low,0,Loyal,No action required.
0,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Electronic check,91.51,5575.08,8,Premium,0,1.475967741935484,3,1,0,3,26.0,3,3,0.9987406195865003,1,0,0.3549,No Churn,19,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,1,Bank transfer (automatic),86.98,2520.23,11,Premium,0,2.8993333333333333,2,1,0,0,14.5,2,3,0.9991317861418796,1,0,0.2462,No Churn,7,Low,0,Loyal,No action required.
1,0,1,0,10,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,60.31,599.83,10,Standard,0,5.482727272727273,2,0,2,3,15.0,1,1,0.9945780135964185,0,0,0.6873,Churn,87,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,0,54,0,No phone service,Fiber optic,No,No,No,No,No,No,One year,1,Electronic check,73.09,3992.29,18,Standard,1,1.328909090909091,0,1,1,3,0.0,3,2,1.011510415874898,0,0,0.4812,No Churn,45,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,1,0,38,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,0,Credit card (automatic),97.95,3767.57,0,Premium,1,2.5115384615384615,4,1,1,0,40.0,2,3,1.012216222025201,0,1,0.1769,No Churn,4,Low,0,Loyal,No action required.
1,0,0,1,30,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,1,Electronic check,68.55,2100.22,8,Standard,0,2.2112903225806453,3,0,1,3,26.0,2,2,1.0212594213469486,1,1,0.2638,No Churn,9,Low,0,Loyal,No action required.
1,0,1,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,23.03,1285.9,5,Basic,0,0.4187272727272727,0,0,0,3,0.0,3,0,1.0339975233592256,0,0,0.2758,No Churn,10,Low,3,Premium,No action required.
0,0,0,1,50,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,33.66,1717.07,2,Basic,0,0.6599999999999999,1,0,1,3,9.0,3,0,1.020243612596554,0,0,0.2144,No Churn,5,Low,3,Premium,No action required.
0,0,0,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.55,1006.96,7,Basic,0,0.42812500000000003,0,0,1,2,0.0,2,0,1.0425635450639332,0,0,0.1534,No Churn,3,Low,3,Premium,No action required.
0,0,1,0,18,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),86.89,1570.46,62,Premium,1,4.573157894736842,2,1,2,0,0.0,1,3,1.0041175944041636,1,0,0.6809,Churn,86,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,24,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.8,1345.82,4,Standard,1,2.1919999999999997,2,0,2,3,18.0,1,1,1.0232816301703165,0,1,0.6304,Churn,79,Medium,0,Loyal,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,28.54,1703.23,3,Basic,0,0.4756666666666666,1,0,1,3,8.5,3,0,1.0115033316308957,0,0,0.2565,No Churn,8,Low,3,Premium,No action required.
1,0,1,1,44,1,No,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),54.28,1573.92,4,Standard,0,1.2062222222222223,2,0,1,0,18.0,2,1,0.6590071682186641,0,1,0.1523,No Churn,3,Low,3,Premium,No action required.
